Id,Value.number,Value.name,Value.CardFrame,Value.CardType,Value.Level,Value.Scale,Value.Attack,Value.Defense,Value.Attribute
4105,57940938,Firewall Phantom,effect,Cyberse,5,-1,0,0,DARK
4106,27054370,Firewing Pegasus,normal,Beast,6,-1,0,0,FIRE
4107,71407486,Fireyarou,normal,Pyro,4,-1,0,0,FIRE
4108,10817524,First of the Dragons,fusion,Dragon,9,-1,0,0,DARK
4109,19932396,First Step Towards Infestation,spell,Quick-Play,0,-1,0,0,
4110,33622465,First-Aid Squad,trap,Normal,0,-1,0,0,
4111,32703716,Fish and Kicks,spell,Normal,0,-1,0,0,
4112,21507589,Fish and Swaps,spell,Normal,0,-1,0,0,
4113,58873391,Fish Depth Charge,trap,Normal,0,-1,0,0,
4114,35834119,Fish Lamp,synchro,Fish,4,-1,0,0,FIRE
4115,94626050,Fish Rain,trap,Normal,0,-1,0,0,
4116,22819092,Fish Sonar,spell,Normal,0,-1,0,0,
4117,62023839,Fishborg Archer,effect,Fish,3,-1,0,0,WATER
4118,93369354,Fishborg Blaster,effect,Fish,1,-1,0,0,WATER
4119,10560119,Fishborg Doctor,effect,Fish,4,-1,0,0,WATER
4120,57420265,Fishborg Harpooner,effect,Fish,4,-1,0,0,WATER
4121,66853752,Fishborg Launcher,effect,Fish,1,-1,0,0,WATER
4122,51282878,Fishborg Planter,effect,Fish,2,-1,0,0,WATER
4123,66788016,Fissure,spell,Normal,0,-1,0,0,
4124,79868386,Fist of Fate,spell,Quick-Play,0,-1,0,0,
4125,21834870,Fists of the Unrivaled Tenyi,trap,Counter,0,-1,0,0,
4126,70946699,Five Brothers Explosion,trap,Continuous,0,-1,0,0,
4127,6309986,Five Star Twilight,spell,Normal,0,-1,0,0,
4128,99267150,Five-Headed Dragon,fusion,Dragon,12,-1,0,0,DARK
4129,10669138,Five-Headed Link Dragon,link,Dragon,5,-1,0,0,DARK
4130,49847524,Flame Administrator,link,Cyberse,2,-1,0,0,FIRE
4131,33034646,Flame Armor Ninja,effect,Warrior,4,-1,0,0,FIRE
4132,80794697,Flame Bufferlo,effect,Cyberse,3,-1,0,0,FIRE
4133,60862676,Flame Cerebrus,normal,Pyro,6,-1,0,0,FIRE
4134,42599677,Flame Champion,normal,Pyro,5,-1,0,0,FIRE
4135,12883044,Flame Dancer,normal,Pyro,2,-1,0,0,FIRE
4136,58528964,Flame Ghost,fusion,Zombie,3,-1,0,0,DARK
4137,34460851,Flame Manipulator,normal,Spellcaster,3,-1,0,0,FIRE
4138,58098303,Flame Ogre,effect,Fiend,7,-1,0,0,FIRE
4139,41089128,Flame Ruler,effect,Pyro,4,-1,0,0,FIRE
4140,79444933,Flame Spirit Ignis,effect,Pyro,4,-1,0,0,FIRE
4141,8080257,Flame Swordsdance,trap,Normal,0,-1,0,0,
4142,45231177,Flame Swordsman,fusion,Warrior,5,-1,0,0,FIRE
4143,73714736,Flame Swordsrealm,spell,Continuous,0,-1,0,0,
4144,66499018,Flame Tiger,effect,Beast,4,-1,0,0,FIRE
4145,2830619,Flame Viper,normal,Pyro,2,-1,0,0,EARTH
4146,25577965,Flametongue the Blazing Magical Blade,link,Warrior,2,-1,0,0,FIRE
4147,54326448,Flamvell Archer,effect,Pyro,3,-1,0,0,FIRE
4148,13761956,Flamvell Baby,effect,Pyro,1,-1,0,0,FIRE
4149,40189917,Flamvell Commando,effect,Pyro,6,-1,0,0,FIRE
4150,60718396,Flamvell Counter,trap,Counter,0,-1,0,0,
4151,68226653,Flamvell Dragnov,effect,Dragon,2,-1,0,0,FIRE
4152,91711547,Flamvell Fiend,effect,Fiend,5,-1,0,0,FIRE
4153,23297235,Flamvell Firedog,effect,Beast,4,-1,0,0,FIRE
4154,77372241,Flamvell Grunika,effect,Dragon,4,-1,0,0,FIRE
4155,21615956,Flamvell Guard,normal,Dragon,1,-1,0,0,FIRE
4156,95621257,Flamvell Magician,effect,Spellcaster,4,-1,0,0,FIRE
4157,28332833,Flamvell Poun,effect,Pyro,1,-1,0,0,FIRE
4158,53714009,Flamvell Uruquizas,synchro,Pyro,6,-1,0,0,FIRE
4159,13708425,Flare Resonator,effect,Fiend,3,-1,0,0,FIRE
4160,96890582,Flash Assailant,effect,Fiend,4,-1,0,0,DARK
4161,95372220,Flash Charge Dragon,link,Dragon,3,-1,0,0,DARK
4162,17236839,Flash Fusion,spell,Quick-Play,0,-1,0,0,
4163,17390179,Flash Knight,normal_pendulum,Warrior,4,7,0,0,LIGHT
4164,39956951,Flash of the Forbidden Spell,spell,Normal,0,-1,0,0,
4165,9267769,Flashbang,trap,Normal,0,-1,0,0,
4166,39730727,Flawless Perfection of the Tenyi,spell,Field,0,-1,0,0,
4167,61807040,Flelf,effect,Spellcaster,2,-1,0,0,WIND
4168,19642774,Fleur Synchron,effect,Machine,2,-1,0,0,LIGHT
4169,10204849,Fleuret de Fleur,spell,Equip,0,-1,0,0,
4170,209710,Flick Clown,effect,Cyberse,4,-1,0,0,DARK
4171,300202008,Flight of the Harpies,skill,Mai,0,-1,0,0,
4172,75560629,Flint,spell,Equip,0,-1,0,0,
4173,84778110,Flint Cragger,effect,Rock,3,-1,0,0,EARTH
4174,83812099,Flint Lock,effect,Machine,4,-1,0,0,LIGHT
4175,16437822,Flint Missile,spell,Quick-Play,0,-1,0,0,
4176,81278754,Flip Flop Frog,effect,Aqua,2,-1,0,0,WATER
4177,32176662,Flip Frozen,effect,Cyberse,1,-1,0,0,WATER
4178,50134646,Flock Together,spell,Normal,0,-1,0,0,
4179,9400127,"Flogos the Ogdoadic Boundless",effect,Reptile,4,-1,0,0,LIGHT
4180,69599136,Floodgate Trap Hole,trap,Normal,0,-1,0,0,
4181,54334420,Floowandereeze & Eglen,effect,Winged Beast,1,-1,0,0,WIND
4182,80611581,Floowandereeze & Empen,effect,Winged Beast,10,-1,0,0,WIND
4183,18940725,Floowandereeze & Robina,effect,Winged Beast,1,-1,0,0,WATER
4184,53212882,Floowandereeze & Snowl,effect,Winged Beast,10,-1,0,0,WATER
4185,80433039,Floowandereeze & Stri,effect,Winged Beast,1,-1,0,0,WATER
4186,17827173,Floowandereeze & Toccan,effect,Winged Beast,1,-1,0,0,WIND
4187,69087397,Floowandereeze and the Advent of Adventure,spell,Quick-Play,0,-1,0,0,
4188,41215808,Floowandereeze and the Dreaming Town,trap,Normal,0,-1,0,0,
4189,28126717,Floowandereeze and the Magnificent Map,spell,Field,0,-1,0,0,
4190,77610503,Floowandereeze and the Scary Sea,trap,Counter,0,-1,0,0,
4191,55521751,Floowandereeze and the Unexplored Winds,spell,Continuous,0,-1,0,0,
4192,32887445,Flourishing Frolic,spell,Normal,0,-1,0,0,
4193,3966653,Flower Cardian Boardefly,synchro,Warrior,6,-1,0,0,DARK
4194,30382214,Flower Cardian Cherry Blossom,effect,Warrior,3,-1,0,0,DARK
4195,5489987,Flower Cardian Cherry Blossom with Curtain,effect,Warrior,3,-1,0,0,DARK
4196,94388754,Flower Cardian Clover with Boar,effect,Warrior,7,-1,0,0,DARK
4197,87460579,Flower Cardian Lightflare,synchro,Warrior,10,-1,0,0,DARK
4198,42291297,Flower Cardian Lightshower,synchro,Warrior,8,-1,0,0,DARK
4199,21772453,Flower Cardian Maple with Deer,effect,Warrior,10,-1,0,0,DARK
4200,33541430,Flower Cardian Moonflowerviewing,synchro,Warrior,6,-1,0,0,DARK
4201,80630522,Flower Cardian Paulownia,effect,Warrior,12,-1,0,0,DARK
4202,16802689,Flower Cardian Paulownia with Phoenix,effect,Warrior,12,-1,0,0,DARK
4203,57261568,Flower Cardian Peony with Butterfly,effect,Warrior,6,-1,0,0,DARK
4204,81752019,Flower Cardian Pine,effect,Warrior,1,-1,0,0,DARK
4205,16024176,Flower Cardian Pine with Crane,effect,Warrior,1,-1,0,0,DARK
4206,54135423,Flower Cardian Willow,effect,Warrior,11,-1,0,0,DARK
4207,89818984,Flower Cardian Willow with Calligrapher,effect,Warrior,11,-1,0,0,DARK
4208,17141718,Flower Cardian Zebra Grass,effect,Warrior,8,-1,0,0,DARK
4209,43413875,Flower Cardian Zebra Grass with Moon,effect,Warrior,8,-1,0,0,DARK
4210,78785392,Flower Gathering,spell,Normal,0,-1,0,0,
4211,30786387,Flower Stacking,spell,Normal,0,-1,0,0,
4212,95952802,Flower Wolf,fusion,Beast,5,-1,0,0,EARTH
4213,45010690,Flowerbot,effect,Plant,3,-1,0,0,EARTH
4214,10851853,Flowerdino,effect,Dinosaur,4,-1,0,0,EARTH
4215,83793721,Flowering Etoile the Melodious Magnificat,fusion,Fairy,8,-1,0,0,LIGHT
4216,15341822,Fluff Token,token,Plant,1,-1,0,0,WIND
4217,45215225,Fluffal Angel,effect_pendulum,Fairy,2,8,0,0,LIGHT
4218,3841833,Fluffal Bear,effect,Fairy,3,-1,0,0,EARTH
4219,2729285,Fluffal Cat,effect,Fairy,1,-1,0,0,EARTH
4220,9298235,Fluffal Crane,trap,Normal,0,-1,0,0,
4221,39246582,Fluffal Dog,effect,Fairy,4,-1,0,0,EARTH
4222,82896870,Fluffal Dolphin,effect,Fairy,4,-1,0,0,WATER
4223,66457138,Fluffal Leo,effect,Fairy,4,-1,0,0,EARTH
4224,6142488,Fluffal Mouse,effect,Fairy,1,-1,0,0,EARTH
4225,87246309,Fluffal Octopus,effect,Fairy,1,-1,0,0,WATER
4226,65331686,Fluffal Owl,effect,Fairy,2,-1,0,0,EARTH
4227,13241004,Fluffal Penguin,effect,Fairy,4,-1,0,0,WATER
4228,38124994,Fluffal Rabbit,effect,Fairy,1,-1,0,0,EARTH
4229,98280324,Fluffal Sheep,effect,Fairy,2,-1,0,0,EARTH
4230,72413000,Fluffal Wings,effect,Fairy,1,-1,0,0,LIGHT
4231,11954712,Flyfang,effect,Fish,3,-1,0,0,WIND
4232,80978111,"Flying ""C""",effect,Insect,3,-1,0,0,EARTH
4233,66765023,Flying Elephant,effect,Beast,4,-1,0,0,WIND
4234,31987274,Flying Fish,normal,Fish,4,-1,0,0,WIND
4235,16898077,Flying Fortress SKY FIRE,effect,Machine,8,-1,0,0,WIND
4236,84834865,Flying Kamakiri #1,effect,Insect,4,-1,0,0,WIND
4237,3134241,Flying Kamakiri #2,normal,Insect,4,-1,0,0,WIND
4238,88875132,Flying Pegasus Railroad Stampede,effect,Machine,4,-1,0,0,EARTH
4239,5628232,Flying Penguin,normal,Aqua,4,-1,0,0,WATER
4240,33314479,Flying Red Carp,effect,Fish,4,-1,0,0,WATER
4241,97697678,Flying Saucer Muusik'i,effect,Machine,5,-1,0,0,LIGHT
4242,72386290,Focused Aquamirror,spell,Normal,0,-1,0,0,
4243,63741331,Fog Control,spell,Quick-Play,0,-1,0,0,
4244,6614221,Fog King,effect,Spellcaster,7,-1,0,0,WATER
4245,300302065,Fog Warning,skill,Adrian Gecko,0,-1,0,0,
4246,15001940,Foie Glasya de Nouvelles,ritual,Warrior,4,-1,0,0,DARK
4247,66023650,"Folgo Justice Fur Hire",link,Beast,3,-1,0,0,DARK
4248,98252586,Follow Wind,spell,Equip,0,-1,0,0,
4249,42776855,Follow Wing,trap,Continuous,0,-1,0,0,
4250,63175639,Fool of Prophecy,effect,Spellcaster,3,-1,0,0,EARTH
4251,81439173,Foolish Burial,spell,Normal,0,-1,0,0,
4252,35726888,Foolish Burial Goods,spell,Normal,0,-1,0,0,
4253,88369727,Foolish Return,spell,Quick-Play,0,-1,0,0,
4254,83778600,Foolish Revival,trap,Normal,0,-1,0,0,
4255,3211439,Forbidden Apocrypha,trap,Normal,0,-1,0,0,
4256,28429121,Forbidden Arts of the Gishki,spell,Ritual,0,-1,0,0,
4257,25789292,Forbidden Chalice,spell,Quick-Play,0,-1,0,0,
4258,300302030,Forbidden Cyber Style Technique,skill,Zane Truesdal,0,-1,0,0,
4259,10833828,Forbidden Dark Contract with the Swamp King,spell,Continuous,0,-1,0,0,
4260,96864811,Forbidden Dress,spell,Quick-Play,0,-1,0,0,
4261,24299458,Forbidden Droplet,spell,Quick-Play,0,-1,0,0,
4262,27243130,Forbidden Lance,spell,Quick-Play,0,-1,0,0,
4263,54773234,Forbidden Scripture,spell,Quick-Play,0,-1,0,0,
4264,49033797,Forbidden Trapezohedron,spell,Normal,0,-1,0,0,
4265,40583194,Force Resonator,effect,Fiend,2,-1,0,0,WATER
4266,43340443,Forced Back,trap,Counter,0,-1,0,0,
4267,97806240,Forced Ceasefire,trap,Normal,0,-1,0,0,
4268,74923978,Forced Requisition,trap,Continuous,0,-1,0,0,
4269,87430998,Forest,spell,Field,0,-1,0,0,
4270,91228233,Forest of Lost Flowers,spell,Field,0,-1,0,0,
4271,27104921,Forge a New Future,trap,Continuous,0,-1,0,0,
4272,87765315,Forge of the True Dracos,spell,Normal,0,-1,0,0,
4273,300302066,Forged Steel,skill,Nightshroud,0,-1,0,0,
4274,43889633,Forgotten Temple of the Deep,trap,Continuous,0,-1,0,0,
4275,84536654,Form Change,spell,Quick-Play,0,-1,0,0,
4276,26931058,Formation Union,trap,Normal,0,-1,0,0,
4277,50366775,Formud Skipper,effect,Cyberse,1,-1,0,0,LIGHT
4278,50091196,Formula Synchron,synchro,Machine,2,-1,0,0,LIGHT
4279,11493868,Fortissimo,spell,Continuous,0,-1,0,0,
4280,86997073,Fortissimo the Mobile Fortress,spell,Field,0,-1,0,0,
4281,66288028,Fortress Warrior,effect,Warrior,2,-1,0,0,EARTH
4282,62337487,Fortress Whale,ritual,Fish,7,-1,0,0,WATER
4283,77454922,Fortress Whale's Oath,spell,Ritual,0,-1,0,0,
4284,39299733,Fortune Chariot,effect,Fairy,6,-1,0,0,WIND
4285,31683874,Fortune Fairy Ann,effect,Spellcaster,5,-1,0,0,DARK
4286,68078978,Fortune Fairy Chee,effect,Spellcaster,6,-1,0,0,EARTH
4287,32305461,Fortune Fairy En,effect,Spellcaster,2,-1,0,0,FIRE
4288,6311717,Fortune Fairy Hikari,effect,Spellcaster,1,-1,0,0,LIGHT
4289,79890560,Fortune Fairy Hu,effect,Spellcaster,3,-1,0,0,WIND
4290,5298175,Fortune Fairy Swee,effect,Spellcaster,4,-1,0,0,WATER
4291,27895597,Fortune Lady Calling,spell,Normal,0,-1,0,0,
4292,55586621,Fortune Lady Dark,effect,Spellcaster,5,-1,0,0,DARK
4293,82971335,Fortune Lady Earth,effect,Spellcaster,6,-1,0,0,EARTH
4294,70252926,Fortune Lady Every,synchro,Spellcaster,7,-1,0,0,LIGHT
4295,71870152,Fortune Lady Fire,effect,Spellcaster,2,-1,0,0,FIRE
4296,34471458,Fortune Lady Light,effect,Spellcaster,1,-1,0,0,LIGHT
4297,57869175,Fortune Lady Past,effect,Spellcaster,1,-1,0,0,DARK
4298,84218527,Fortune Lady Rewind,trap,Normal,0,-1,0,0,
4299,29088922,Fortune Lady Water,effect,Spellcaster,4,-1,0,0,WATER
4300,82693917,Fortune Lady Wind,effect,Spellcaster,3,-1,0,0,WIND
4301,91407982,Fortune Vision,spell,Continuous,0,-1,0,0,
4302,68663748,Fortune's Future,spell,Normal,0,-1,0,0,
4303,47325505,Fossil Dig,spell,Normal,0,-1,0,0,
4304,12015000,Fossil Dragon Skullgar,fusion,Rock,4,-1,0,0,EARTH
4305,21225115,Fossil Dragon Skullgios,fusion,Rock,8,-1,0,0,EARTH
4306,42009836,Fossil Dyna Pachycephalo,effect,Rock,4,-1,0,0,EARTH
4307,23869735,Fossil Excavation,trap,Continuous,0,-1,0,0,
4308,59419719,Fossil Fusion,spell,Normal,0,-1,0,0,
4309,10040267,Fossil Machine Skull Buggy,fusion,Rock,4,-1,0,0,EARTH
4310,57157964,Fossil Machine Skull Convoy,fusion,Rock,8,-1,0,0,EARTH
4311,83656563,Fossil Machine Skull Wagon,fusion,Rock,6,-1,0,0,EARTH
4312,17706537,Fossil Tusker,effect,Rock,4,-1,0,0,EARTH
4313,86520461,Fossil Warrior Skull Bone,fusion,Rock,4,-1,0,0,EARTH
4314,96897184,Fossil Warrior Skull King,fusion,Rock,8,-1,0,0,EARTH
4315,59531356,Fossil Warrior Skull Knight,fusion,Rock,6,-1,0,0,EARTH
4316,43785278,Foucault's Cannon,normal_pendulum,Spellcaster,5,2,0,0,DARK
4317,88753985,Fox Fire,effect,Pyro,2,-1,0,0,FIRE
4318,27198002,Fox Token,token,Zombie,2,-1,0,0,FIRE
4319,72029628,Fragment Fusion,trap,Normal,0,-1,0,0,
4320,69584564,Fragrance Storm,spell,Normal,0,-1,0,0,
4321,26781870,Fraud Freeze,trap,Continuous,0,-1,0,0,
4322,75025112,Free-Range Monsters,trap,Normal,0,-1,0,0,
4323,16556849,Freed the Brave Wanderer,effect,Warrior,4,-1,0,0,LIGHT
4324,49681811,Freed the Matchless General,effect,Warrior,5,-1,0,0,EARTH
4325,85359414,Freezing Beast,effect,Aqua,4,-1,0,0,WATER
4326,43582229,Freezing Chains of the Ice Barrier,spell,Continuous,0,-1,0,0,
4327,47219274,Freki the Runick Fangs,fusion,Beast,5,-1,0,0,DARK
4328,98818516,Frenzied Panda,normal,Beast,4,-1,0,0,EARTH
4329,62154416,Frequency Magician,effect,Spellcaster,2,-1,0,0,LIGHT
4330,12398280,"Freya Spirit of Victory",effect,Fairy,1,-1,0,0,LIGHT
4331,85545073,Frightfur Bear,fusion,Fiend,6,-1,0,0,DARK
4332,83866861,Frightfur Chimera,fusion,Fiend,8,-1,0,0,DARK
4333,78778375,Frightfur Cruel Whale,fusion,Fiend,9,-1,0,0,WATER
4334,91034681,Frightfur Daredevil,fusion,Fiend,8,-1,0,0,DARK
4335,43698897,Frightfur Factory,spell,Continuous,0,-1,0,0,
4336,6077601,Frightfur Fusion,spell,Normal,0,-1,0,0,
4337,18138630,Frightfur Jar,trap,Continuous,0,-1,0,0,
4338,40636712,Frightfur Kraken,fusion,Fiend,8,-1,0,0,WATER
4339,10383554,Frightfur Leo,fusion,Fiend,7,-1,0,0,DARK
4340,74416026,Frightfur March,trap,Counter,0,-1,0,0,
4341,77522571,Frightfur Meister,effect_pendulum,Fiend,8,4,0,0,DARK
4342,34773082,Frightfur Patchwork,spell,Normal,0,-1,0,0,
4343,28039390,Frightfur Reborn,spell,Normal,0,-1,0,0,
4344,99049589,Frightfur Repair,spell,Normal,0,-1,0,0,
4345,80889750,Frightfur Sabre-Tooth,fusion,Fiend,8,-1,0,0,DARK
4346,74839123,Frightfur Sanctuary,spell,Continuous,0,-1,0,0,
4347,57477163,Frightfur Sheep,fusion,Fiend,5,-1,0,0,DARK
4348,464362,Frightfur Tiger,fusion,Fiend,6,-1,0,0,DARK
4349,11039171,Frightfur Wolf,fusion,Fiend,6,-1,0,0,DARK
4350,93830681,Friller Rabca,effect,Fish,3,-1,0,0,WATER
4351,40998517,"Frodi Generaider Boss of Swords",effect,Warrior,9,-1,0,0,WIND
4352,34351849,Froggy Forcefield,trap,Normal,0,-1,0,0,
4353,38742075,Frontier Wiseman,effect,Spellcaster,3,-1,0,0,EARTH
4354,46181000,Frontline Base,spell,Continuous,0,-1,0,0,
4355,12451640,Frontline Observer,effect,Machine,4,-1,0,0,EARTH
4356,55589254,Frost and Flame Dragon,effect,Dragon,6,-1,0,0,WATER
4357,99940363,Frost Blast of the Monarchs,spell,Normal,0,-1,0,0,
4358,6631034,Frostosaurus,normal,Dinosaur,6,-1,0,0,WATER
4359,35380371,Frozen Domain Leading to the Ice Barrier,trap,Continuous,0,-1,0,0,
4360,94515289,Frozen Fitzgerald,synchro,Fiend,5,-1,0,0,WATER
4361,53503015,Frozen Rose,spell,Quick-Play,0,-1,0,0,
4362,57069605,Frozen Soul,trap,Normal,0,-1,0,0,
4363,49998907,Fruits of Kozaky's Studies,trap,Normal,0,-1,0,0,
4364,1781310,Fuh-Rin-Ka-Zan,trap,Normal,0,-1,0,0,
4365,9373534,Fuhma Shuriken,spell,Equip,0,-1,0,0,
4366,2994495,Fuhma Wave,trap,Normal,0,-1,0,0,
4367,54927180,Fukubiki,trap,Normal,0,-1,0,0,
4368,48206762,Fulfillment of the Contract,spell,Equip,0,-1,0,0,
4369,4483598,Full Active Duplex,effect,Cyberse,9,-1,0,0,WIND
4370,25853045,Full Armored Black Ray Lancer,xyz,Beast-Warrior,4,-1,0,0,WATER
4371,99469936,Full Armored Crystalzero Lancer,xyz,Warrior,6,-1,0,0,WATER
4372,67630394,Full Armored Dark Knight Lancer,xyz,Aqua,7,-1,0,0,WATER
4373,1269512,Full Armored Utopic Ray Lancer,xyz,Beast-Warrior,4,-1,0,0,WATER
4374,4931121,Full Force Virus,trap,Normal,0,-1,0,0,
4375,45178472,Full House,trap,Normal,0,-1,0,0,
4376,70865988,Full Salvo,trap,Normal,0,-1,0,0,
4377,39733924,Full-Armored Xyz,trap,Normal,0,-1,0,0,
4378,81000306,Full-Force Strike,spell,Normal,0,-1,0,0,
4379,77693536,Fullmetalfoes Alkahest,fusion,Psychic,1,-1,0,0,FIRE
4380,39564736,Fullmetalfoes Fusion,spell,Quick-Play,0,-1,0,0,
4381,53830602,Fungi of the Musk,normal,Fiend,1,-1,0,0,DARK
4382,92345028,Fury of Fire,spell,Normal,0,-1,0,0,
4383,98804359,Fury of Kairyu-Shin,spell,Normal,0,-1,0,0,
4384,300302005,Fury of Thunder,skill,Yami Yugi,0,-1,0,0,
4385,51091138,Fuse Line,trap,Normal,0,-1,0,0,
4386,38538445,Fushi No Tori,effect,Winged Beast,4,-1,0,0,FIRE
4387,39711336,Fushioh Richie,effect,Zombie,7,-1,0,0,DARK
4388,51632798,"Fusilier Dragon the Dual-Mode Beast",effect,Machine,7,-1,0,0,DARK
4389,61070601,Fusion Armament,spell,Normal,0,-1,0,0,
4390,17194258,Fusion Conscription,spell,Normal,0,-1,0,0,
4391,6498706,Fusion Deployment,spell,Normal,0,-1,0,0,
4392,52947044,Fusion Destiny,spell,Normal,0,-1,0,0,
4393,98336111,Fusion Devourer,effect,Fiend,4,-1,0,0,DARK
4394,43331750,Fusion Duplication,trap,Normal,0,-1,0,0,
4395,34449261,Fusion Fright Waltz,trap,Normal,0,-1,0,0,
4396,33550694,Fusion Gate,spell,Field,0,-1,0,0,
4397,73026394,Fusion Guard,trap,Counter,0,-1,0,0,
4398,25800447,Fusion of Fire,spell,Normal,0,-1,0,0,
4399,6205579,Fusion Parasite,effect,Insect,1,-1,0,0,DARK
4400,300302001,Fusion Party!,skill,Christine,0,-1,0,0,
4401,18511384,Fusion Recovery,spell,Normal,0,-1,0,0,
4402,22829942,Fusion Recycling Plant,spell,Field,0,-1,0,0,
4403,66127916,Fusion Reserve,trap,Normal,0,-1,0,0,
4404,26902560,Fusion Sage,spell,Normal,0,-1,0,0,
4405,74335036,Fusion Substitute,spell,Normal,0,-1,0,0,
4406,37684215,Fusion Sword Murasame Blade,spell,Equip,0,-1,0,0,
4407,59432181,Fusion Tag,spell,Normal,0,-1,0,0,
4408,27967615,Fusion Weapon,spell,Equip,0,-1,0,0,
4409,1641882,Fusionist,fusion,Beast,3,-1,0,0,EARTH
4410,12508268,Future Drive,spell,Quick-Play,0,-1,0,0,
4411,77565204,Future Fusion,spell,Continuous,0,-1,0,0,
4412,64107820,Future Glow,spell,Continuous,0,-1,0,0,
4413,90642597,Future Samurai,effect,Warrior,4,-1,0,0,LIGHT
4414,78679226,Future Silence,spell,Quick-Play,0,-1,0,0,
4415,87902575,Future Visions,spell,Field,0,-1,0,0,
4416,61668670,G Golem Crystal Heart,link,Cyberse,2,-1,0,0,WATER
4417,50546029,G Golem Dignified Trilithon,link,Cyberse,4,-1,0,0,EARTH
4418,24151924,G Golem Invalid Dolmen,link,Cyberse,3,-1,0,0,EARTH
4419,25273572,G Golem Pebble Dog,effect,Cyberse,2,-1,0,0,EARTH
4420,98875863,G Golem Rock Hammer,effect,Cyberse,6,-1,0,0,EARTH
4421,97053215,G Golem Stubborn Menhir,link,Cyberse,2,-1,0,0,EARTH
4422,4130270,G.B. Hunter,effect,Warrior,4,-1,0,0,EARTH
4423,37955049,Gaap the Divine Soldier,effect,Fiend,6,-1,0,0,DARK
4424,6616912,"Gabrion the Timelord",effect,Fairy,10,-1,0,0,WATER
4425,10002346,Gachi Gachi Gantetsu,xyz,Rock,2,-1,0,0,EARTH
4426,36956512,"Gadarla the Mystery Dust Kaiju",effect,Insect,8,-1,0,0,WIND
4427,47985614,Gadget Arms,effect,Machine,2,-1,0,0,WATER
4428,8025950,Gadget Box,spell,Continuous,0,-1,0,0,
4429,54497620,Gadget Driver,effect,Machine,1,-1,0,0,EARTH
4430,64487132,Gadget Gamer,effect,Machine,3,-1,0,0,EARTH
4431,28002611,Gadget Hauler,effect,Machine,6,-1,0,0,EARTH
4432,86281779,Gadget Soldier,normal,Machine,6,-1,0,0,FIRE
4433,92110878,Gadget Trio,effect,Machine,4,-1,0,0,EARTH
4434,21715135,Gagaga Academy Emergency Network,spell,Normal,0,-1,0,0,
4435,9583383,Gagaga Caesar,effect,Warrior,3,-1,0,0,EARTH
4436,94203886,Gagaga Child,effect,Spellcaster,2,-1,0,0,DARK
4437,44250812,Gagaga Clerk,effect,Warrior,2,-1,0,0,EARTH
4438,12014404,Gagaga Cowboy,xyz,Warrior,4,-1,0,0,EARTH
4439,12423762,Gagaga Gardna,effect,Warrior,4,-1,0,0,EARTH
4440,3606728,Gagaga Girl,effect,Spellcaster,3,-1,0,0,DARK
4441,67120578,Gagaga Head,effect,Spellcaster,6,-1,0,0,DARK
4442,26082117,Gagaga Magician,effect,Spellcaster,4,-1,0,0,DARK
4443,28884172,Gagaga Mancer,effect,Spellcaster,4,-1,0,0,DARK
4444,91499077,Gagaga Samurai,xyz,Warrior,4,-1,0,0,EARTH
4445,387282,Gagaga Sister,effect,Spellcaster,2,-1,0,0,DARK
4446,82052602,Gagagaback,spell,Quick-Play,0,-1,0,0,
4447,17494901,Gagagabolt,spell,Normal,0,-1,0,0,
4448,21831848,Gagagadraw,spell,Normal,0,-1,0,0,
4449,86331741,Gagagaga Magician,xyz,Spellcaster,4,-1,0,0,DARK
4450,76972801,Gagagaguard,trap,Normal,0,-1,0,0,
4451,90673413,Gagagarevenge,spell,Equip,0,-1,0,0,
4452,13166204,Gagagarush,trap,Normal,0,-1,0,0,
4453,18446701,Gagagashield,trap,Normal,0,-1,0,0,
4454,917796,Gagagatag,spell,Normal,0,-1,0,0,
4455,57782164,Gagagawind,spell,Normal,0,-1,0,0,
4456,49003308,Gagagigo,normal,Reptile,4,-1,0,0,WATER
4457,9053187,Gagagigo the Risen,xyz,Reptile,4,-1,0,0,WATER
4458,17691568,Gagaku-P.U.N.K. Crash Beat,spell,Continuous,0,-1,0,0,
4459,50642380,Gagaku-P.U.N.K. Wa Gon,effect,Psychic,3,-1,0,0,EARTH
4460,81192859,Gagaku-P.U.N.K. Wild Picking,spell,Continuous,0,-1,0,0,
4461,9709452,"Gaia Blaze the Force of the Sun",synchro,Pyro,7,-1,0,0,FIRE
4462,91949988,"Gaia Dragon the Thunder Charger",xyz,Dragon,7,-1,0,0,WIND
4463,58601383,"Gaia Drake the Universal Force",fusion,Beast-Warrior,10,-1,0,0,EARTH
4464,97204936,"Gaia Knight the Force of Earth",synchro,Warrior,6,-1,0,0,EARTH
4465,14258627,Gaia Plate the Earth Giant,effect,Rock,8,-1,0,0,EARTH
4466,56594520,Gaia Power,spell,Field,0,-1,0,0,
4467,95095116,"Gaia Prominence the Fierce Force",fusion,Pyro,11,-1,0,0,FIRE
4468,67598234,"Gaia Saber the Lightning Shadow",link,Machine,3,-1,0,0,EARTH
4469,51355346,Gaia Soul the Combustible Collective,effect,Pyro,4,-1,0,0,FIRE
4470,66889139,Gaia the Dragon Champion,fusion,Dragon,7,-1,0,0,WIND
4471,6368038,Gaia The Fierce Knight,normal,Warrior,7,-1,0,0,EARTH
